Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Déchet plastique collecté au Centre de Tri. Poids 19.2 kg, volume 20.5 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique centre tri poids 19 2kg volume 20 rigidité semi rigide non conducteur surface légèrement translucide,0,Moyen
"Métal de récupération provenant de l'Usine A. Masse non mesuré kg. Forte conductivité (0.810), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse non mesuré forte conductivité 0 810 rigidité élevée bonne valeur marchande,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse 28.4 kg. Matériau rigide, faible conductivité. Lot conforme aux standards de tri.",plastique tri sélectif via citoyenne masse 28 4kg rigide faible conductivité conforme standard tri,0,Inconnu
"Papier usagé provenant de l'Usine A. Poids relevé : 14.1 kg. Faible rigidité, non conducteur. Lot conforme aux standards de tri.",papier usagé provenant poids relevé 14 1kg faible rigidité non conducteur conforme standard tri,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale -99.0 kg. Matériau léger, souple et opaque. Poids anormalement élevé pour cette catégorie.",feuilles carton centre tri masse totale 99 0kg léger souple opaque poids anormalement élevé cette catégorie,0,Inconnu
"Déchet en verre collecté provenant de l'Usine A. Poids lourd : 176.4 kg, volume 353.1 L. Très rigide, non conducteur, aspect légèrement translucide.",verre provenant poids lourd 176 4kg volume 353 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Matériau inconnu depuis l'Usine B. Poids 19.8 kg, volume 58.3 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu depuis poids 19 8kg volume 58 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Lot métallique à l'Usine B. Poids 39.0 kg, volume 79.2 L. Conducteur, très rigide. Aspect très opaque. Traces d'humidité détectées.",métallique poids 39 0kg volume 79 conducteur très rigide aspect très opaque trace humidité détectées,1,Inconnu
"Collecte de déchets papier en provenance de l'Usine A. Masse 17.2 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier masse 17 2kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchet de type papier identifié via la collecte citoyenne. Volume estimé 1.5 L, poids 9.3 kg. Texture souple, très opaque.",papier identifié via citoyenne volume 1 poids 9 3kg texture souple très opaque,0,Inconnu
"Ferraille ou métal collecté en provenance de l'Usine A. Masse 62.1 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal masse 62 1kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Lot métallique en provenance de l'Usine A. Poids 70.2 kg, volume 124.8 L. Conducteur, très rigide. Aspect très opaque. Légère contamination observée.",métallique poids 70 2kg volume 124 conducteur très rigide aspect très opaque légère contamination observée,1,Inconnu
"Matériau inconnu lors d'une collecte citoyenne. Poids 19.0 kg, volume 56.4 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu lors citoyenne poids 19 0kg volume 56 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de 18.4 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne poids léger 18 4kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Métal de récupération via la collecte citoyenne. Masse 50.2 kg. Forte conductivité (0.859), rigidité élevée. Bonne valeur marchande.",métal récupération via citoyenne masse 50 2kg forte conductivité 0 859 rigidité élevée bonne valeur marchande,0,Inconnu
"Papier usagé à l'Usine B. Poids relevé : 14.1 kg. Faible rigidité, non conducteur. Volume surestimé, vérification recommandée.",papier usagé poids relevé 14 1kg faible rigidité non conducteur volume surestimé vérification recommandée,0,Inconnu
"Verre recyclable en provenance de l'Usine A. Poids 148.7 kg, volume non mesuré L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable poids 148 7kg volume non mesuré rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
Lot de verre trié depuis le Centre de Tri. Masse 227.0 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Traces d'humidité détectées.,verre trié depuis centre tri masse 227 0kg lourd extrêmement rigide aspect légèrement translucide trace humidité détectées,1,Moyen
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 41.0 kg, volume 60.2 L. Conductivité élevée (0.824), rigidité importante. Matériau mélangé à d'autres déchets.",métallique détecté lors citoyenne poids 41 0kg volume 60 conductivité élevée 0 824 rigidité importante mélangé autres déchets,0,Inconnu
"Lot plastique issu de la collecte citoyenne. Volume 20.6 L, poids 15.3 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique citoyenne volume 20 poids 15 3kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Métal de récupération provenant de l'Usine A. Masse 62.2 kg. Forte conductivité (non mesurée), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse 62 2kg forte conductivité non mesurée rigidité élevée bonne valeur marchande,0,Inconnu
"Lot métallique au centre de tri municipal. Poids 67.2 kg, volume 120.5 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",métallique centre tri municipal poids 67 2kg volume 120 conducteur très rigide aspect très opaque étiquetage absent conteneur,0,Inconnu
"Déchets plastiques divers en provenance de l'Usine A. Poids estimé 29.5 kg. Opacité indéterminée, souplesse variable. Légère contamination observée.",déchets plastique diver poids 29 5kg opacité indéterminée souplesse variable légère contamination observée,1,Inconnu
"Lot plastique en provenance de l'Usine A. Volume non mesuré L, poids 25.4 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal.",plastique volume non mesuré poids 25 4kg aspect semi opaque rigidité moyenne aucune trace métal,1,Moyen
"Plastique de tri sélectif lors d'une collecte citoyenne. Masse 25.9 kg. Matériau semi-rigide, faible conductivité. Aucune anomalie signalée.",plastique tri sélectif lors citoyenne masse 25 9kg semi rigide faible conductivité aucune anomalie signalée,0,Inconnu
"Déchets en verre identifiés via la collecte citoyenne. Poids 129.5 kg, volume 217.6 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés via citoyenne poids 129 5kg volume 217 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet de type papier identifié à l'Usine B. Volume estimé non mesuré L, poids 26.1 kg. Texture semi-rigide, très opaque.",papier identifié volume non mesuré poids 26 1kg texture semi rigide très opaque,0,Inconnu
Lot de verre trié depuis le Centre de Tri. Masse 1855.6 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Aucune anomalie signalée.,verre trié depuis centre tri masse 1855 6kg lourd extrêmement rigide aspect légèrement translucide aucune anomalie signalée,0,Moyen
"Papier usagé sans localisation enregistrée. Poids relevé : 16.1 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé sans localisation enregistrée poids relevé 16 1kg faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Matériau inconnu issu de la collecte citoyenne. Poids 1514.3 kg, volume 289.3 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu citoyenne poids 1514 3kg volume 289 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Déchet de type papier identifié issu de la collecte citoyenne. Volume estimé 82.8 L, poids 16.4 kg. Texture semi-rigide, indéterminée.",papier identifié citoyenne volume 82 poids 16 4kg texture semi rigide indéterminée,0,Inconnu
"Verre recyclable via la collecte citoyenne. Poids 207.0 kg, volume 423.0 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable via citoyenne poids 207 0kg volume 423 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Lot plastique au centre de tri municipal. Volume 72.6 L, poids 36.8 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri municipal volume 72 poids 36 8kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Métal de récupération depuis l'Usine B. Masse 41.2 kg. Forte conductivité (0.930), rigidité élevée. Bonne valeur marchande.",métal récupération depuis masse 41 2kg forte conductivité 0 930 rigidité élevée bonne valeur marchande,0,Inconnu
"Déchet en verre collecté depuis le Centre de Tri. Poids lourd : 212.2 kg, volume 430.9 L. Très rigide, non conducteur, aspect légèrement translucide.",verre depuis centre tri poids lourd 212 2kg volume 430 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Lot de papier récupéré lors d'une collecte citoyenne. Poids léger de 7.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré lors citoyenne poids léger 7 0kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Emballages plastiques récupérés via la collecte citoyenne. Masse non mesuré kg, volume 53.2 L. semi-rigide, non conducteur.",emballages plastique récupérés via citoyenne masse non mesuré volume 53 semi rigide non conducteur,0,Inconnu
"Bris de verre ou contenants à l'Usine B. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Matériau mélangé à d'autres déchets.",bris verre contenants masse non mesuré dense rigidité élevée transparence partielle mélangé autres déchets,0,Moyen
"Déchet en verre collecté à l'Usine A. Poids lourd : non mesuré kg, volume 287.0 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd non mesuré volume 287 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchet plastique collecté à l'Usine A. Poids 25.8 kg, volume 76.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique poids 25 8kg volume 76 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Bris de verre ou contenants au Centre de Tri. Masse 228.7 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée.",bris verre contenants centre tri masse 228 7kg dense rigidité élevée transparence partielle légère contamination observée,1,Moyen
"Déchet métallique détecté en provenance de l'Usine A. Poids 78.2 kg, volume 159.8 L. Conductivité élevée (0.825), rigidité importante. Aucune anomalie signalée.",métallique détecté poids 78 2kg volume 159 conductivité élevée 0 825 rigidité importante aucune anomalie signalée,0,Inconnu
"Verre recyclable en provenance de l'Usine A. Poids 174.8 kg, volume 365.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable poids 174 8kg volume 365 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
"Ferraille ou métal collecté au centre de tri municipal. Masse 63.4 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal centre tri municipal masse 63 4kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
Déchet inclassifiable détecté lors d'une collecte citoyenne. Masse estimée 36.1 kg. Agent de tri recommande contrôle visuel supplémentaire. Odeur inhabituelle signalée par l'agent.,inclassifiable détecté lors citoyenne masse 36 1kg agent tri recommande contrôle visuel supplémentaire odeur inhabituelle signalée agent,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 28.8 kg, volume 62.7 L. Rigidité rigide, non conducteur. Surface légèrement translucide.",plastique poids 28 8kg volume 62 rigidité rigide non conducteur surface légèrement translucide,0,Moyen
"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : 155.9 kg, volume 304.4 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lors citoyenne poids lourd 155 9kg volume 304 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Lot de déchets non identifiés au centre de tri municipal. Masse 21.0 kg. Comportement physique atypique, classification incertaine. Légère contamination observée.",déchets non identifiés centre tri municipal masse 21 0kg comportement physique atypique classification incertaine légère contamination observée,1,Inconnu
"Bris de verre ou contenants via la collecte citoyenne. Masse 177.5 kg. Matériau dense, rigidité élevée, transparence partielle. Acheminement prioritaire demandé.",bris verre contenants via citoyenne masse 177 5kg dense rigidité élevée transparence partielle acheminement prioritaire demandé,0,Moyen
"Déchet en verre collecté via la collecte citoyenne. Poids lourd : 226.1 kg, volume 439.0 L. Très rigide, non conducteur, aspect légèrement translucide.",verre via citoyenne poids lourd 226 1kg volume 439 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Collecte de déchets papier au Centre de Tri. Masse 17.9 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier centre tri masse 17 9kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Déchet en verre collecté issu de la collecte citoyenne. Poids lourd : 180.7 kg, volume 355.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre citoyenne poids lourd 180 7kg volume 355 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Emballages plastiques récupérés à l'Usine A. Masse 43.3 kg, volume 91.2 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 43 3kg volume 91 semi rigide non conducteur,0,Inconnu
"Ferraille ou métal collecté en provenance de l'Usine A. Masse 36.6 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal masse 36 6kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchets en verre identifiés en provenance de l'Usine A. Poids 146.0 kg, volume non mesuré L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids 146 0kg volume non mesuré non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Déchet de type papier identifié provenant de l'Usine A. Volume estimé 35.2 L, poids 14.8 kg. Texture souple, très opaque.",papier identifié provenant volume 35 poids 14 8kg texture souple très opaque,0,Inconnu
"Déchet non catégorisé collecté issu de la collecte citoyenne. Poids 29.1 kg, volume 77.7 L. Caractéristiques ambiguës. Nécessite analyse complémentaire.",non catégorisé citoyenne poids 29 1kg volume 77 caractéristiques ambiguës nécessite analyse complémentaire,0,Inconnu
"Déchets en verre identifiés à l'Usine A. Poids 155.5 kg, volume 278.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids 155 5kg volume 278 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Plastique de tri sélectif via la collecte citoyenne. Masse 46.6 kg. Matériau rigide, faible conductivité. État dégradé, recyclage partiel possible.",plastique tri sélectif via citoyenne masse 46 6kg rigide faible conductivité état dégradé recyclage partiel possible,0,Inconnu
"Collecte de déchets papier en provenance de l'Usine B. Masse non mesuré kg. Matériau de rigidité non mesurée, sans conductivité électrique. Surface très opaque.",déchets papier masse non mesuré rigidité non mesurée sans conductivité électrique surface très opaque,0,Inconnu
"Collecte de déchets papier lors d'une collecte citoyenne. Masse 18.9 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier lors citoyenne masse 18 9kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet plastique collecté à l'Usine A. Poids 47.6 kg, volume 95.2 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique poids 47 6kg volume 95 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Verre recyclable à l'Usine B. Poids 213.7 kg, volume 442.1 L. Rigidité extrêmement rigide, faible conductivité. Surface lisse.",verre recyclable poids 213 7kg volume 442 rigidité extrêmement rigide faible conductivité surface lisse,0,Inconnu
Déchet inclassifiable détecté au centre de tri municipal. Masse estimée non mesuré kg. Agent de tri recommande contrôle visuel supplémentaire. Lot conforme aux standards de tri.,inclassifiable détecté centre tri municipal masse non mesuré agent tri recommande contrôle visuel supplémentaire conforme standard tri,0,Inconnu
"Papier usagé lors d'une collecte citoyenne. Poids relevé : 21.2 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé lors citoyenne poids relevé 21 2kg faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Déchets en verre identifiés en provenance de l'Usine A. Poids 256.6 kg, volume 500.4 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids 256 6kg volume 500 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Bris de verre ou contenants provenant de l'Usine A. Masse 157.5 kg. Matériau dense, rigidité élevée, transparence partielle. État dégradé, recyclage partiel possible.",bris verre contenants provenant masse 157 5kg dense rigidité élevée transparence partielle état dégradé recyclage partiel possible,0,Moyen
"Lot métallique en provenance de l'Usine A. Poids 89.6 kg, volume 178.7 L. Conducteur, très rigide. Aspect très opaque. Matériau mélangé à d'autres déchets.",métallique poids 89 6kg volume 178 conducteur très rigide aspect très opaque mélangé autres déchets,0,Inconnu
"Feuilles et cartons collectés au Centre de Tri. Masse totale 10.2 kg. Matériau léger, souple et opaque. Étiquetage absent sur le conteneur.",feuilles carton centre tri masse totale 10 2kg léger souple opaque étiquetage absent conteneur,0,Inconnu
"Papier usagé depuis l'Usine B. Poids relevé : 16.7 kg. Faible rigidité, non conducteur. Traces d'humidité détectées.",papier usagé depuis poids relevé 16 7kg faible rigidité non conducteur trace humidité détectées,1,Inconnu
"Déchet en verre collecté à l'Usine B. Poids lourd : 210.3 kg, volume 435.6 L. Très rigide, non conducteur, aspect légèrement translucide.",verre poids lourd 210 3kg volume 435 très rigide non conducteur aspect légèrement translucide,0,Moyen
Lot de verre trié provenant de l'Usine A. Masse 168.8 kg. Matériau lourd et extrêmement rigide. Aspect très opaque. Acheminement prioritaire demandé.,verre trié provenant masse 168 8kg lourd extrêmement rigide aspect très opaque acheminement prioritaire demandé,0,Inconnu
"Déchet métallique détecté lors d'une collecte citoyenne. Poids 69.4 kg, volume 142.5 L. Conductivité élevée (0.935), rigidité importante. Conditionnement non conforme au protocole.",métallique détecté lors citoyenne poids 69 4kg volume 142 conductivité élevée 0 935 rigidité importante conditionnement non conforme protocole,0,Inconnu
"Déchet métallique détecté en provenance de l'Usine A. Poids 70.2 kg, volume 137.6 L. Conductivité élevée (non mesurée), rigidité importante. Acheminement prioritaire demandé.",métallique détecté poids 70 2kg volume 137 conductivité élevée non mesurée rigidité importante acheminement prioritaire demandé,0,Inconnu
"Déchet de type papier identifié à l'Usine A. Volume estimé 2.5 L, poids 18.9 kg. Texture souple, très opaque.",papier identifié volume 2 poids 18 9kg texture souple très opaque,0,Inconnu
"Déchet plastique collecté issu de la collecte citoyenne. Poids non mesuré kg, volume 44.8 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide.",plastique citoyenne poids non mesuré volume 44 rigidité semi rigide non conducteur surface légèrement translucide,0,Moyen
"Papier usagé en provenance de l'Usine A. Poids relevé : 17.3 kg. Faible rigidité, non conducteur. Étiquetage absent sur le conteneur.",papier usagé poids relevé 17 3kg faible rigidité non conducteur étiquetage absent conteneur,0,Inconnu
"Déchets en verre identifiés au centre de tri municipal. Poids 189.2 kg, volume 377.9 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés centre tri municipal poids 189 2kg volume 377 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 11.5 kg. Matériau léger, souple et opaque. Acheminement prioritaire demandé.",feuilles carton provenant masse totale 11 5kg léger souple opaque acheminement prioritaire demandé,0,Inconnu
"Lot plastique depuis le Centre de Tri. Volume 73.7 L, poids 31.7 kg. Aspect très opaque, rigidité moyenne. Aucune trace de métal.",plastique depuis centre tri volume 73 poids 31 7kg aspect très opaque rigidité moyenne aucune trace métal,1,Moyen
"Métal de récupération provenant de l'Usine A. Masse 51.5 kg. Forte conductivité (0.905), rigidité élevée. Bonne valeur marchande.",métal récupération provenant masse 51 5kg forte conductivité 0 905 rigidité élevée bonne valeur marchande,0,Inconnu
"Lot plastique depuis l'Usine B. Volume 5.9 L, poids 13.2 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique depuis volume 5 poids 13 2kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Emballages plastiques récupérés lors d'une collecte citoyenne. Masse 28.0 kg, volume 57.5 L. semi-rigide, non conducteur.",emballages plastique récupérés lors citoyenne masse 28 0kg volume 57 semi rigide non conducteur,0,Inconnu
"Plastique de tri sélectif en provenance de l'Usine B. Masse 30.8 kg. Matériau semi-rigide, faible conductivité. Traces d'humidité détectées.",plastique tri sélectif masse 30 8kg semi rigide faible conductivité trace humidité détectées,1,Inconnu
"Déchet métallique détecté en provenance de l'Usine A. Poids non mesuré kg, volume 73.8 L. Conductivité élevée (0.906), rigidité importante. Odeur inhabituelle signalée par l'agent.",métallique détecté poids non mesuré volume 73 conductivité élevée 0 906 rigidité importante odeur inhabituelle signalée agent,0,Inconnu
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 38.6 kg. Opacité légèrement translucide, souplesse variable. Poids anormalement élevé pour cette catégorie.",déchets plastique diver provenant poids 38 6kg opacité légèrement translucide souplesse variable poids anormalement élevé cette catégorie,0,Moyen
"Lot plastique depuis le Centre de Tri. Volume 57.0 L, poids 29.3 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique depuis centre tri volume 57 poids 29 3kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 35.1 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées.",déchets plastique diver provenant poids 35 1kg opacité semi opaque souplesse variable trace humidité détectées,1,Inconnu
"Bris de verre ou contenants en provenance de l'Usine A. Masse 210.8 kg. Matériau dense, rigidité élevée, transparence partielle. Conditionnement non conforme au protocole.",bris verre contenants masse 210 8kg dense rigidité élevée transparence partielle conditionnement non conforme protocole,0,Moyen
"Déchets plastiques divers à l'Usine A. Poids estimé 20.3 kg. Opacité semi-opaque, souplesse variable. Traces d'humidité détectées.",déchets plastique diver poids 20 3kg opacité semi opaque souplesse variable trace humidité détectées,1,Inconnu
"Lot métallique depuis l'Usine B. Poids 68.4 kg, volume 120.5 L. Conducteur, très rigide. Aspect très opaque. Étiquetage absent sur le conteneur.",métallique depuis poids 68 4kg volume 120 conducteur très rigide aspect très opaque étiquetage absent conteneur,0,Inconnu
"Plastique de tri sélectif depuis le Centre de Tri. Masse 5.1 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif depuis centre tri masse 5 1kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Déchet plastique collecté depuis l'Usine B. Poids 27.8 kg, volume 96.5 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique depuis poids 27 8kg volume 96 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Ferraille ou métal collecté au Centre de Tri. Masse 36.8 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal centre tri masse 36 8kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Plastique de tri sélectif à l'Usine B. Masse 24.1 kg. Matériau rigide, faible conductivité. Légère contamination observée.",plastique tri sélectif masse 24 1kg rigide faible conductivité légère contamination observée,1,Inconnu
"Déchet métallique détecté provenant de l'Usine A. Poids non mesuré kg, volume 112.5 L. Conductivité élevée (0.823), rigidité importante. Poids anormalement élevé pour cette catégorie.",métallique détecté provenant poids non mesuré volume 112 conductivité élevée 0 823 rigidité importante poids anormalement élevé cette catégorie,0,Inconnu
"Plastique de tri sélectif depuis l'Usine B. Masse 38.4 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif depuis masse 38 4kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Ferraille ou métal collecté à l'Usine B. Masse 56.0 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal masse 56 0kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
"Déchets plastiques divers au Centre de Tri. Poids estimé 41.4 kg. Opacité semi-opaque, souplesse variable. État dégradé, recyclage partiel possible.",déchets plastique diver centre tri poids 41 4kg opacité semi opaque souplesse variable état dégradé recyclage partiel possible,0,Inconnu
"Emballages plastiques récupérés depuis le Centre de Tri. Masse 42.4 kg, volume 96.3 L. rigide, non conducteur.",emballages plastique récupérés depuis centre tri masse 42 4kg volume 96 rigide non conducteur,0,Inconnu
"Bris de verre ou contenants depuis l'Usine B. Masse 196.9 kg. Matériau dense, rigidité élevée, transparence partielle. Lot conforme aux standards de tri.",bris verre contenants depuis masse 196 9kg dense rigidité élevée transparence partielle conforme standard tri,0,Moyen
Lot de verre trié depuis le Centre de Tri. Masse 213.1 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Conditionnement non conforme au protocole.,verre trié depuis centre tri masse 213 1kg lourd extrêmement rigide aspect légèrement translucide conditionnement non conforme protocole,0,Moyen
"Plastique de tri sélectif depuis le Centre de Tri. Masse 44.0 kg. Matériau semi-rigide, faible conductivité. Étiquetage absent sur le conteneur.",plastique tri sélectif depuis centre tri masse 44 0kg semi rigide faible conductivité étiquetage absent conteneur,0,Inconnu
"Déchet plastique collecté depuis le Centre de Tri. Poids 8.2 kg, volume 31.3 L. Rigidité rigide, non conducteur. Surface semi-opaque.",plastique depuis centre tri poids 8 2kg volume 31 rigidité rigide non conducteur surface semi opaque,0,Inconnu
"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 13.1 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré citoyenne poids léger 13 1kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchet de type papier identifié en provenance de l'Usine A. Volume estimé 70.9 L, poids 16.7 kg. Texture souple, très opaque.",papier identifié volume 70 poids 16 7kg texture souple très opaque,0,Inconnu
"Plastique de tri sélectif à l'Usine A. Masse 47.3 kg. Matériau semi-rigide, faible conductivité. Volume surestimé, vérification recommandée.",plastique tri sélectif masse 47 3kg semi rigide faible conductivité volume surestimé vérification recommandée,0,Inconnu
Lot de verre trié à l'Usine B. Masse 140.4 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Conditionnement non conforme au protocole.,verre trié masse 140 4kg lourd extrêmement rigide aspect indéterminée conditionnement non conforme protocole,0,Inconnu
"Déchet de type papier identifié au Centre de Tri. Volume estimé 21.5 L, poids non mesuré kg. Texture souple, indéterminée.",papier identifié centre tri volume 21 poids non mesuré texture souple indéterminée,0,Inconnu
"Collecte de déchets papier depuis l'Usine B. Masse 14.5 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier depuis masse 14 5kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Lot plastique en provenance de l'Usine B. Volume 44.0 L, poids 33.0 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique volume 44 poids 33 0kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
Lot de verre trié lors d'une collecte citoyenne. Masse 187.8 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Légère contamination observée.,verre trié lors citoyenne masse 187 8kg lourd extrêmement rigide aspect légèrement translucide légère contamination observée,1,Moyen
"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés via citoyenne poids 132 2kg volume 252 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Papier usagé provenant de l'Usine A. Poids relevé : 16.7 kg. Faible rigidité, non conducteur. Acheminement prioritaire demandé.",papier usagé provenant poids relevé 16 7kg faible rigidité non conducteur acheminement prioritaire demandé,0,Inconnu
"Matériau inconnu au centre de tri municipal. Poids 60.1 kg, volume 121.1 L. Propriétés mixtes. Orientation vers tri manuel.",inconnu centre tri municipal poids 60 1kg volume 121 propriétés mixtes orientation vers tri manuel,0,Inconnu
"Papier usagé lors d'une collecte citoyenne. Poids relevé : 11.8 kg. Faible rigidité, non conducteur. Poids anormalement élevé pour cette catégorie.",papier usagé lors citoyenne poids relevé 11 8kg faible rigidité non conducteur poids anormalement élevé cette catégorie,0,Inconnu
"Lot de papier récupéré à l'Usine A. Poids léger de 9.7 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré poids léger 9 7kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
